ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
631,埼玉県,金窪城,かなくぼじょう,,埼玉県児玉郡上里町金久保1626-4他,,加治氏、畑時能（新田氏家臣）、斎藤氏、川窪氏,金久保城,遺構: 土塁
632,埼玉県,針ヶ谷陣屋,はりがやじんや,,埼玉県さいたま市浦和区北浦和2,,中村吉照,－,遺構: 消滅
633,埼玉県,鉢形城,はちがたじょう,,埼玉県大里郡寄居町大字鉢形,,長尾氏、上杉氏、北条氏,－,遺構: 曲輪、土塁、横堀（空堀）
634,埼玉県,雉岡城,きじおかじょう,,埼玉県本庄市児玉町八幡山446,,山内上杉氏、夏目（有田）氏、横地氏、松平氏,八幡山城、雉ヶ岡城,遺構: 曲輪、土塁、横堀（空堀）、横堀（水堀）
635,埼玉県,難波田城,なんばたじょう,,埼玉県富士見市大字下南畑568-1,,難波田氏、上田氏,南畑城、難波田氏館,遺構: 曲輪、土塁
636,埼玉県,青鳥城,おおどりじょう,,埼玉県東松山市石橋城山2104他,,北条氏,石橋城,遺構: 曲輪、土塁、横堀（空堀）
637,埼玉県,領ヶ谷城,りょうがやじょう,,埼玉県さいたま市南区大字太田窪,,佐々木氏,－,遺構: 消滅
638,埼玉県,騎西城,きさいじょう,,埼玉県加須市根古屋（地図は本丸跡を示す）,,小田氏、松平康重、小笠原氏,私市城、根古屋城,遺構: 土塁、横堀（空堀）
639,埼玉県,高坂氏館,たかさかしやかた,,埼玉県東松山市高坂834他,,高坂氏、加賀爪氏,高坂城、高坂館、高坂刑部館,遺構: 曲輪、土塁、横堀（空堀）
640,埼玉県,高見城,たかみじょう,,埼玉県比企郡小川町高見,,石井氏、増田氏,四津山城、四ツ山城,遺構: 曲輪、土塁、堀切
641,千葉県,一宮城,いちのみやじょう,,千葉県長生郡一宮町一宮,,須田将監？,城山、一宮陣屋、加納藩城、加納藩陣屋,遺構: 曲輪、土塁？
642,千葉県,万喜城,まんぎじょう,,千葉県いすみ市万木字城山（万木城跡公園）,,土岐氏,万木城、万騎城、富山城,遺構: 曲輪、土塁、横堀（空堀）、井戸
643,千葉県,中峠城,なかびょうじょう,,千葉県我孫子市中峠字外野津台3825,,柴原氏、河村氏,芝原城、柴原城,遺構: 曲輪、土塁、土橋、腰曲輪、横堀（空堀）
644,千葉県,中沢城,なかざわじょう,,千葉県富里市中沢290他,,千葉氏,城山城,遺構: 曲輪、腰曲輪、虎口、土橋、土塁、横堀（空堀）
645,千葉県,中沢城,なかざわじょう,,千葉県鎌ケ谷市中沢外和戸794他（推定地）,,中沢氏？,－,遺構: 消滅
646,千葉県,中野城,なかのじょう,,千葉県千葉市若葉区中野町後場,,酒井氏,－,遺構: 曲輪、櫓台、土塁、横堀（空堀）
647,千葉県,久留里城,くるりじょう,,千葉県君津市久留里448,,真里谷武田氏、里見氏、後北条氏、大須賀氏、土屋氏、黒田氏,雨城、霧降城、浦田城,遺構: 曲輪、土塁、堀切、土橋、井戸
648,千葉県,五井陣屋,ごいじんや,,千葉県市原市五井中央西2,,有馬氏,－,遺構: 消滅
649,千葉県,佐倉城,さくらじょう,,千葉県佐倉市城内町官有無番地,,鹿島氏、千葉氏、久野氏、小笠原氏、土井氏、堀田氏,鹿島城,遺構: 曲輪、土塁、横堀（空堀）
650,千葉県,佐是城,さぜじょう,,千葉県市原市佐是字武城他,,佐是氏、武田氏,佐瀬城,遺構: 曲輪、土塁、横堀（空堀）
651,千葉県,佐津間城,さつまじょう,,千葉県鎌ケ谷市佐津間屋敷裏113他,,相馬氏,－,遺構: 曲輪、土塁、横堀（空堀）、虎口
652,千葉県,佐貫城,さぬきじょう,,千葉県富津市佐貫小字小和田谷1102-1他,,真里谷武田氏、里見氏、足利氏、加藤氏、内藤氏、松平氏、柳沢氏、阿部氏,亀城,遺構: 曲輪、石垣、土塁、横堀（空堀）、井戸
653,千葉県,前ヶ崎城,まえがさきじょう,,千葉県流山市前ヶ崎字奥の台409,,高城氏,前ケ崎城,遺構: 曲輪、土塁、横堀（空堀）、虎口、犬走り
654,千葉県,前林城,まえばやしじょう,,千葉県成田市前林字城山,,前林氏,前林砦,遺構: 曲輪、土塁
655,千葉県,勝山城,かつやまじょう,,千葉県安房郡鋸南町勝山字谷,,安西氏,（勝山陣屋）、加知山城,遺構: 曲輪、腰曲輪、堀切、横堀（空堀）、土橋
656,千葉県,勝浦城,かつうらじょう,,千葉県勝浦市勝浦字郭内,,真里谷武田氏、正木氏、植村氏,－,遺構: 曲輪、堀切、横堀（空堀）、切岸
657,千葉県,千本城,せんぼんじょう,,千葉県君津市広岡,,東平安芸守（里見氏家臣）？,－,遺構: 曲輪、土塁、堀切
658,千葉県,千葉城,ちばじょう,,千葉県千葉市中央区亥鼻町1-23-1他,,千葉氏,猪鼻城、亥鼻城,遺構: 曲輪、土塁、横堀（空堀）
659,千葉県,古屋城,こやじょう,,千葉県四街道市物井字北ノ作他,,臼井氏、物井氏,－,遺構: 曲輪、腰曲輪、櫓台、土塁、横堀（空堀）、障子堀、井戸
660,千葉県,国府台城,こうのだいじょう,,千葉県市川市国府台3-3-1他,,太田氏、千葉氏、里見氏、北条氏,市川城、市河城、鴻之台城,遺構: 堀、土塁、井戸
661,千葉県,土気城,とけじょう,,千葉県千葉市緑区土気町826,,大野氏、千葉氏、土気氏、畠山氏、酒井氏,金城、貴船城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、竪堀、馬出、喰違虎口、住居跡
662,千葉県,坂田城,さかたじょう,,千葉県山武郡横芝光町坂田字於東655-1他,,三谷氏、井田氏,市場城,遺構: 曲輪、土塁、横堀（空堀）、櫓台、虎口
663,千葉県,城ノ台城,しろのだいじょう,,千葉県船橋市本中山1,,小栗氏？,城之台城、小栗原城,遺構: 消滅
664,千葉県,城城,しろのじょう／じょうじょう,,千葉県佐倉市城704他,,六崎氏,城,遺構: 曲輪、腰曲輪、櫓台、土橋、土塁、横堀（空堀）、堀切
665,千葉県,増尾城,ますおじょう,,千葉県柏市増尾稲荷下667他,,相馬氏、平川氏（高城氏家臣）,－,遺構: 曲輪、櫓台、土塁、横堀（空堀）、薬研堀、虎口
666,千葉県,夏見城,なつみじょう,,千葉県船橋市夏見6,,夏見氏,－,遺構: 曲輪、土塁
667,千葉県,多古城,たこじょう,,千葉県香取郡多古町多古,,千葉氏、飯土井氏、牛尾氏,多胡城,遺構: 曲輪、土塁、横堀（空堀）
668,千葉県,多部田城,たべたじょう,,千葉県千葉市若葉区多部田町松崎宿,,多部田氏、原氏,－,遺構: 曲輪、土塁、横堀（空堀）
669,千葉県,大台城,おおだいじょう,,千葉県印旛郡栄町安食大台地先,,依田兵助,－,遺構: 土塁、横堀（空堀）
670,千葉県,大多喜城,おおたきじょう,,千葉県夷隅郡大多喜町大多喜字二ノ丸他,,真里谷武田氏、里見氏、本多氏、阿部氏、青山氏、稲垣氏、松平氏,大滝城、大多喜城,遺構: 曲輪、土塁、横堀（空堀）、井戸
671,千葉県,大崎城,おおさきじょう,,千葉県香取市大崎字城の内他,,国分氏、鳥居氏,矢作城、城山,遺構: 土塁、横堀（空堀）、掘立柱建物跡、住居跡
672,千葉県,大椎城,おおじいじょう,,千葉県千葉市緑区大椎町,,千葉氏、酒井氏,－,遺構: 曲輪、土塁、横堀（空堀）、帯曲輪
673,千葉県,大野城,おおのじょう,,千葉県市川市大野町3-1918他,,平氏、曾谷氏（千葉氏家臣）、大野原氏,御門城,遺構: 消滅
674,千葉県,実籾城,みもみじょう,,千葉県習志野市実籾本郷,,不明,－,遺構: 曲輪、土塁
675,千葉県,寺台城,てらだいじょう,,千葉県成田市寺台字保目369他,,馬場氏,－,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、土橋、虎口、外枡形
676,千葉県,小中台城,こなかだいじょう,,千葉県千葉市稲毛区小中台町城山,,中台氏（馬加氏家臣）、小仲台氏（馬加氏家臣）,城山城,遺構: 消滅
677,千葉県,小森城,こもりじょう,,千葉県白井市平塚字三夜台,,原氏？,－,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、土橋
678,千葉県,小見川城,おみがわじょう,,千葉県香取市城山,,粟飯原氏,粟飯原氏城,遺構: 曲輪、土塁、横堀（空堀）、土橋
679,千葉県,小野田城,このだじょう,,千葉県船橋市小野田町字台,,不明,－,遺構: 土塁、横堀（空堀）
680,千葉県,小金城,こがねじょう,,千葉県松戸市大谷口字本城、中城、馬屋敷、番場,,高城氏、武田信吉,大谷口城、開花城、大谷口小金城,遺構: 曲輪、土塁、横堀（空堀）
681,千葉県,山之城,やまのじょう,,千葉県鴨川市上小原,,正木氏,山の城城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、櫓台
682,千葉県,山崎城,やまざきじょう,,千葉県野田市山崎字梅台,,岡部長盛,岡部館,遺構: 消滅
683,千葉県,岡本城,おかもとじょう,,千葉県南房総市富浦町豊岡字要害,,里見氏,－,遺構: 曲輪、腰曲輪、石積、土塁、横堀（空堀・水堀）、土橋、虎口、掘立柱建物跡
684,千葉県,布施城,ふせじょう,,千葉県柏市布施281,,相馬氏,－,遺構: 曲輪
685,千葉県,師戸城,もろとじょう,,千葉県印西市師戸竜ノ谷756他,,師戸氏,龍ヶ谷城,遺構: 曲輪、土塁、横堀（空堀）
686,千葉県,庁南城,ちょうなんじょう,,千葉県長生郡長南町長南,,長南武田氏,長南城、長南町中城,遺構: 曲輪、土塁、腰曲輪、堀切、横堀（空堀）、溝跡、土坑
687,千葉県,御茶屋御殿,おちゃやごてん,,千葉県千葉市若葉区御殿町2、549他,,徳川氏,－,遺構: 土塁、横堀（空堀）、虎口、土橋
688,千葉県,成東城,なるとうじょう,,千葉県山武市成東（成東城跡公園）,,印東氏、成東氏、石川氏、青山氏,鳴戸城,遺構: 曲輪、土塁、横堀（空堀）
689,千葉県,我孫子城,あびこじょう,,千葉県我孫子市並木6,,我孫子氏,－,遺構: 消滅
690,千葉県,戸張城,とばりじょう,,千葉県柏市戸張城山台909他（柏学園）,,戸張氏,戸張城山,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、薬研堀
691,千葉県,曾我野陣屋,そがのじんや,,千葉県千葉市中央区蘇我3,,戸田氏,蘇我野藩陣屋,遺構: 消滅
692,千葉県,有吉城,ありよしじょう,,千葉県千葉市緑区おゆみ野有吉,,北条綱成,－,遺構: 消滅
693,千葉県,木出城,きでじょう,,千葉県四街道市吉岡字木出1385他,,吉岡氏,吉岡城、木出砦,遺構: 曲輪、土塁、横堀（空堀）、虎口、枡形
694,千葉県,木野崎城,きのさきじょう,,千葉県野田市木野崎字下町,,一色氏,－,遺構: 曲輪、土塁、横堀（水堀）
695,千葉県,本佐倉城,もとさくらじょう,,千葉県印旛郡酒々井町本佐倉字根古谷他／佐倉市,,千葉氏、小笠原氏、土井氏,将門山城,遺構: 曲輪、土塁、横堀（空堀）
696,千葉県,本納城,ほんのうじょう,,千葉県茂原市本納3106,,黒熊氏、土気酒井氏,竜之城、滝ノ城,遺構: 曲輪、土塁、横堀（空堀）
697,千葉県,東金城,とうがねじょう,,千葉県東金市東金字谷台方大門他,,酒井氏,－,遺構: 曲輪、腰曲輪、土塁、櫓台、横堀（空堀）、堀切、土橋、虎口、鍛冶遺構、小土坑
698,千葉県,松ヶ崎城,まつがさきじょう,,千葉県柏市松ヶ崎字腰巻457-1他,,匝瑳氏,松ケ崎城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、虎口、櫓台
699,千葉県,松戸城,まつどじょう,,千葉県松戸市松戸字戸定他,,原氏、里見氏、高城氏,松渡城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）
700,千葉県,松虫城,まつむしじょう,,千葉県印西市松虫談議所67他,,栗林氏,松虫陣屋,遺構: 曲輪、腰曲輪、土塁、堀切、櫓台、虎口、横堀（空堀）
701,千葉県,根古屋城,ねごやじょう,,千葉県八街市根古谷丸ノ内、堀之内,,円城寺氏？、粟飯原氏,根古谷城,遺構: 曲輪、土塁、横堀（空堀）
702,千葉県,根木内城,ねぎうちじょう,,千葉県松戸市根木内字城ノ内,,高城氏、原氏,－,遺構: 曲輪、土塁、横堀（空堀）
703,千葉県,桜井城,さくらいじょう,,千葉県旭市桜井字御前577他,,東氏,櫻井城、前掛城、前野城、舞掛城、前崖城,遺構: 曲輪、土塁、堀切、横堀（空堀）、井戸
704,千葉県,森山城,もりやまじょう,,千葉県香取市岡飯田字根古屋,,東氏,東野城、飯田城、橘城、柑子城、仲城、仲之城,遺構: 曲輪、横堀（空堀）、横堀（水堀）、角馬出、虎口
705,千葉県,椎津城,しいづじょう,,千葉県市原市椎津字外郭他,,椎津氏、三浦氏、真里谷武田氏、里見氏、北条氏,城山,遺構: 曲輪、土塁、横堀（空堀）、井戸跡、虎口
706,千葉県,犬成城,いんなりじょう,,千葉県市原市犬成字湯武倉、坂之下,,不明,－,遺構: 曲輪、土塁、横堀（空堀）、虎口
707,千葉県,生実城,おゆみじょう,,千葉県千葉市中央区生実町,,原氏,小弓城、北小弓城、北生実城、（生実陣屋）,遺構: 曲輪、土塁、横堀（空堀）
708,千葉県,相模台城,さがみだいじょう,,千葉県松戸市岩瀬字相模台、向山、塚田、離山、殿,,北条氏、芳賀氏,岩瀬城,遺構: 消滅
709,千葉県,真武根陣屋,まぶねじんや,,千葉県木更津市請西字堰ノ上1062-1他,,林氏,請西陣屋,遺構: 曲輪、土塁
710,千葉県,真里谷城,まりやつじょう,,千葉県木更津市真里谷字真地,,真里谷武田氏,真地野城,遺構: 曲輪、土塁、堀切、虎口
711,千葉県,秋元城,あきもとじょう,,千葉県君津市清和市場字根古屋,,秋元氏、斎藤正房（北条氏家臣）,小糸城、青鬼（せいき）城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、土橋、櫓台、虎口、切岸、井戸
712,千葉県,稲村城,いなむらじょう,,千葉県館山市大字稲字城山他,,里見氏,－,遺構: 曲輪、土塁、横堀（空堀）
713,千葉県,笹子城,ささごじょう,,千葉県木更津市笹子字北裏作409-1他,,真里谷武田氏,－,遺構: 曲輪、土塁、堀切、横堀（空堀）、虎口
714,千葉県,箕輪城,みのわじょう,,千葉県柏市箕輪字城山721他,,相馬氏、高城氏,－,遺構: 曲輪、土塁、横堀（空堀）
715,千葉県,米ケ崎城,こめがさきじょう,,千葉県船橋市米ヶ崎町字城之内,,夏見氏,米ヶ崎城,遺構: 土塁
716,千葉県,米本城,よなもとじょう,,千葉県八千代市米本字内宿南1723他,,村上氏,－,遺構: 曲輪、土塁、横堀（空堀）、土橋、櫓台、虎口
717,千葉県,臼井城,うすいじょう,,千葉県佐倉市臼井字城ノ内619-1他,,臼井氏、原氏、酒井氏,－,遺構: 曲輪、石垣、土塁、横堀（空堀）、土橋
718,千葉県,船橋城,ふなばしじょう,,千葉県船橋市市場1他（推定地）,,舟橋氏？,－,遺構: 消滅
719,千葉県,花輪城,はなわじょう,,千葉県流山市下花輪字寺下1355（花輪城址公園）,,平本氏,下花輪城,遺構: 曲輪、土塁、堀切
720,千葉県,西野城,にしのじょう,,千葉県山武郡九十九里町西野下村字城之内,,不明,－,遺構: 曲輪
721,千葉県,謙信一夜城,けんしんいちやじょう,,千葉県佐倉市王子台3,,上杉氏,王子台城、王子台砦,遺構: 消滅
722,千葉県,造海城,つくろうみじょう,,千葉県富津市竹岡字城山4492-1他,,真里谷武田氏、正木氏,百首城,遺構: 曲輪、空堀、石垣、土塁、井戸、堀切
723,千葉県,野手城,のてじょう,,千葉県匝瑳市野手字御城1652地先,,野手氏,野手館、野手塁、御城,遺構: 消滅
